gender,race_ethnicity,parental_level_of_education,test_preparation_course,math_score,reading_score,writing_score
female,group A,bachelor's degree,completed,65,99,99
male,group A,some college,completed,82,93,51
female,group C,high school,none,62,63,41
male,group B,master's degree,completed,12,56,58
male,group B,associate's degree,none,87,13,28
male,group A,master's degree,none,57,76,82
male,group B,some high school,none,30,22,41
female,group C,some college,completed,65,21,93
male,group B,some high school,none,12,27,10
female,group C,some college,completed,15,100,98
female,group B,bachelor's degree,none,90,40,46
male,group C,some college,completed,15,62,26
male,group C,high school,completed,97,31,62
male,group B,master's degree,completed,11,25,51
male,group C,master's degree,completed,54,73,87
female,group C,high school,completed,61,51,47
female,group B,high school,none,21,22,60
male,group B,master's degree,none,18,80,67
male,group C,associate's degree,none,82,98,72
female,group D,bachelor's degree,completed,39,83,85
female,group D,some high school,completed,30,58,56
female,group D,some college,completed,36,20,91
male,group C,high school,completed,25,22,50
female,group D,high school,none,31,70,74
male,group A,associate's degree,completed,12,42,35
male,group B,bachelor's degree,none,66,59,51
female,group B,high school,completed,100,42,32
female,group C,some college,none,55,46,67
female,group D,associate's degree,completed,87,89,93
female,group B,some college,none,36,28,79
female,group C,some college,completed,37,90,12
male,group B,some college,none,12,73,58
female,group C,high school,none,57,43,68
female,group D,bachelor's degree,completed,20,68,89
male,group C,bachelor's degree,none,59,89,93
female,group D,some high school,none,54,78,57
male,group D,some high school,completed,31,11,45
male,group C,associate's degree,none,46,40,68
female,group B,associate's degree,none,40,52,19
male,group C,high school,none,66,54,27
male,group A,master's degree,none,67,100,61
male,group A,associate's degree,none,22,25,30
female,group B,some college,completed,16,95,17
female,group D,high school,completed,66,11,15
male,group C,some college,none,87,96,82
female,group D,high school,none,43,24,36
male,group B,some high school,completed,85,10,30
male,group C,some high school,completed,49,53,89
female,group C,master's degree,none,89,14,51
female,group A,some high school,none,62,61,28
male,group D,some high school,completed,52,75,66
male,group A,bachelor's degree,none,71,48,57
female,group D,high school,none,93,53,15
female,group C,high school,none,16,49,86
female,group A,bachelor's degree,none,94,15,13
female,group A,some college,completed,60,100,53
male,group D,some high school,completed,89,49,82
female,group A,some high school,none,60,16,30
female,group A,high school,completed,90,84,35
male,group A,high school,none,85,52,51
female,group D,master's degree,completed,22,88,18
male,group B,master's degree,none,26,73,91
male,group C,associate's degree,none,56,76,13
male,group C,some college,none,59,48,53
male,group C,associate's degree,none,93,100,14
male,group D,high school,completed,92,74,25
female,group B,some college,none,81,63,95
female,group A,bachelor's degree,completed,27,44,16
female,group C,some high school,completed,17,23,59
male,group B,some high school,none,88,81,62
male,group B,associate's degree,completed,27,57,63
male,group D,associate's degree,none,79,73,80
female,group D,some high school,none,17,26,66
female,group D,bachelor's degree,none,44,67,44
female,group D,some high school,completed,78,54,60
male,group D,some high school,completed,11,100,31
female,group B,some high school,none,99,39,61
female,group B,some high school,completed,77,20,70
female,group A,master's degree,none,16,92,10
male,group D,some college,completed,89,62,93
male,group D,master's degree,none,15,93,47
male,group A,associate's degree,completed,97,57,84
female,group A,associate's degree,completed,84,77,50
female,group D,high school,none,92,98,66
male,group A,some college,completed,24,22,62
male,group C,associate's degree,none,13,58,27
male,group D,high school,none,17,13,90
female,group C,high school,none,96,68,92
male,group D,high school,none,73,100,11
female,group A,some college,completed,96,11,24
male,group B,bachelor's degree,completed,73,90,57
male,group D,associate's degree,completed,60,59,57
female,group B,some college,completed,80,93,23
male,group B,some high school,none,51,23,58
female,group B,some college,none,21,52,53
male,group D,some high school,completed,70,58,33
male,group B,high school,completed,37,84,91
male,group C,associate's degree,none,90,50,70
male,group C,high school,completed,92,55,43
male,group B,associate's degree,none,11,79,25
male,group A,associate's degree,none,74,70,17
male,group A,associate's degree,none,94,15,44
female,group B,high school,completed,85,70,38
female,group A,some high school,none,26,71,88
male,group A,master's degree,none,33,100,37
male,group C,associate's degree,none,36,49,92
male,group B,high school,completed,12,82,71
male,group A,some high school,completed,28,23,51
female,group B,associate's degree,completed,75,96,92
male,group B,bachelor's degree,completed,14,84,46
female,group A,some college,completed,20,12,16
female,group A,master's degree,completed,99,99,24
female,group A,associate's degree,none,25,16,61
male,group C,some college,completed,53,99,26
male,group B,some college,none,81,87,70
male,group C,some high school,none,85,41,95
male,group D,master's degree,none,95,10,58
male,group D,master's degree,none,66,60,100
male,group A,some college,completed,92,46,86
male,group B,some college,none,49,95,21
male,group B,master's degree,completed,26,38,71
male,group A,associate's degree,completed,13,39,51
male,group D,master's degree,none,81,100,62
female,group D,some college,completed,60,69,15
female,group A,associate's degree,completed,71,28,17
male,group D,master's degree,completed,88,61,83
female,group A,high school,none,96,77,85
male,group C,associate's degree,none,15,47,61
female,group C,associate's degree,completed,22,64,51
male,group D,some high school,none,35,80,76
male,group D,associate's degree,none,48,75,67
male,group A,some college,none,35,12,64
female,group A,bachelor's degree,completed,17,71,81
male,group C,master's degree,completed,35,68,82
male,group B,associate's degree,completed,94,85,54
female,group D,associate's degree,completed,26,86,88
female,group D,some college,completed,72,69,82
female,group A,bachelor's degree,completed,51,87,92
male,group A,some high school,none,51,84,63
male,group B,some college,completed,86,56,50
female,group C,master's degree,none,88,46,44
female,group B,some college,completed,16,19,69
female,group A,associate's degree,completed,62,74,34
female,group B,master's degree,completed,84,17,17
male,group D,some high school,none,60,50,97
female,group C,bachelor's degree,completed,23,22,21
female,group A,associate's degree,completed,96,99,16
female,group A,high school,completed,77,51,60
male,group B,high school,completed,36,40,68
male,group C,associate's degree,none,22,12,45
male,group A,bachelor's degree,completed,39,24,34
female,group A,associate's degree,none,62,75,47
female,group A,associate's degree,none,95,65,32
male,group B,bachelor's degree,none,59,75,33
male,group B,associate's degree,completed,13,22,53
female,group D,some high school,completed,24,22,50
female,group C,bachelor's degree,completed,77,81,92
female,group D,bachelor's degree,completed,57,71,39
female,group A,master's degree,completed,16,18,23
male,group B,associate's degree,none,41,85,27
female,group B,high school,completed,44,85,14
male,group D,some high school,none,35,10,81
female,group A,some high school,none,44,28,75
female,group B,associate's degree,completed,48,98,71
male,group C,bachelor's degree,completed,46,84,90
female,group A,some college,none,18,77,45
female,group C,some college,none,85,21,92
male,group B,some college,completed,22,17,55
male,group D,bachelor's degree,completed,23,88,96
male,group D,some high school,none,75,76,92
female,group D,high school,none,47,33,50
male,group D,master's degree,completed,22,69,57
female,group D,bachelor's degree,completed,46,10,16
female,group B,high school,none,95,69,33
male,group C,high school,completed,51,64,99
female,group D,some high school,completed,26,14,61
female,group B,some college,completed,59,74,30
female,group A,bachelor's degree,none,46,41,52
female,group B,bachelor's degree,completed,35,66,48
female,group D,associate's degree,completed,47,15,64
female,group B,bachelor's degree,completed,85,80,19
male,group D,some high school,none,24,48,87
male,group C,some high school,completed,34,40,88
female,group A,some high school,none,40,67,82
male,group B,master's degree,none,63,81,48
female,group C,some high school,completed,85,85,23
male,group C,associate's degree,none,90,75,54
female,group B,bachelor's degree,completed,59,88,84
female,group B,bachelor's degree,completed,51,46,21
female,group C,master's degree,completed,90,97,73
male,group B,high school,completed,93,50,19
male,group D,some college,none,76,75,79
female,group D,bachelor's degree,none,67,71,73
female,group D,high school,none,13,29,20
male,group B,high school,completed,30,55,57
female,group A,some college,completed,27,59,62
male,group D,bachelor's degree,completed,20,61,20
female,group B,associate's degree,none,66,50,88
female,group B,some high school,completed,92,91,16
male,group C,associate's degree,completed,70,77,14
male,group A,high school,completed,94,13,54
female,group D,associate's degree,completed,39,28,90
male,group B,associate's degree,none,44,18,85
female,group B,bachelor's degree,completed,51,81,64
female,group A,bachelor's degree,completed,65,96,81
male,group C,associate's degree,completed,33,41,88
male,group C,associate's degree,completed,97,74,45
male,group B,high school,none,35,30,88
female,group A,associate's degree,none,56,24,94
male,group C,some high school,completed,86,29,79
female,group B,associate's degree,completed,66,26,92
female,group A,associate's degree,none,27,59,37
female,group A,master's degree,none,46,13,66
male,group D,master's degree,none,48,58,27
male,group B,bachelor's degree,completed,90,23,26
male,group D,bachelor's degree,completed,83,54,78
female,group C,some college,completed,34,30,15
female,group C,high school,completed,45,34,49
male,group A,some high school,completed,58,10,75
female,group D,master's degree,none,63,74,72
male,group B,high school,completed,64,65,63
female,group C,some college,none,34,60,19
female,group D,master's degree,none,68,65,57
female,group B,some high school,completed,95,25,36
male,group C,master's degree,none,83,55,36
female,group A,associate's degree,completed,17,74,44
female,group B,some high school,none,71,82,47
female,group C,bachelor's degree,completed,24,86,62
male,group A,some high school,none,91,97,75
female,group D,master's degree,none,45,38,99
female,group D,master's degree,none,29,83,53
female,group A,some high school,none,46,91,79
female,group B,bachelor's degree,completed,51,50,95
female,group A,associate's degree,none,24,30,25
female,group C,bachelor's degree,none,35,15,15
male,group C,master's degree,completed,30,86,53
female,group C,associate's degree,completed,72,100,20
male,group B,master's degree,none,64,49,55
male,group C,associate's degree,none,37,53,17
female,group B,bachelor's degree,none,24,13,78
female,group D,high school,none,68,32,54
male,group C,some high school,completed,37,62,81
male,group C,associate's degree,completed,56,98,54
female,group D,some high school,none,45,91,46
female,group D,bachelor's degree,completed,45,66,31
male,group D,high school,completed,35,100,37
female,group C,associate's degree,none,24,90,11
male,group A,master's degree,completed,78,94,45
male,group C,master's degree,completed,64,22,21
female,group D,associate's degree,completed,18,20,92
male,group D,associate's degree,none,56,19,74
male,group A,some high school,none,75,28,25
male,group A,some high school,none,98,13,25
female,group C,some high school,none,93,76,67
male,group D,some high school,completed,22,87,53
male,group B,some high school,completed,40,96,58
female,group A,some high school,none,63,74,91
male,group D,some high school,completed,76,30,21
male,group B,some college,completed,82,42,39
male,group A,master's degree,none,82,40,29
male,group A,master's degree,none,38,19,91
female,group D,some college,none,41,17,68
male,group B,high school,completed,54,55,34
male,group A,bachelor's degree,none,62,25,62
male,group C,high school,none,69,52,63
male,group A,master's degree,completed,59,77,79
female,group B,high school,none,54,70,39
male,group A,associate's degree,completed,17,27,35
female,group D,some high school,none,46,95,73
male,group D,bachelor's degree,completed,74,24,44
female,group A,some high school,none,67,83,32
female,group D,bachelor's degree,completed,55,96,56
female,group B,associate's degree,completed,14,38,23
female,group B,some college,none,87,30,45
male,group B,some high school,completed,85,73,21
female,group C,bachelor's degree,none,95,12,93
male,group B,high school,none,81,13,85
male,group C,high school,completed,21,30,51
female,group B,bachelor's degree,completed,18,14,88
male,group A,some high school,completed,23,35,65
male,group B,bachelor's degree,completed,87,76,40
male,group A,high school,none,41,21,94
male,group B,bachelor's degree,none,13,74,27
male,group A,some college,completed,98,16,73
male,group B,master's degree,none,63,52,10
male,group A,associate's degree,completed,93,37,88
female,group C,master's degree,completed,15,44,97
female,group C,master's degree,none,75,62,43
female,group A,some college,completed,27,25,50
male,group C,high school,completed,70,55,44
female,group D,some college,completed,86,41,65
female,group A,some high school,none,54,73,79
male,group C,some college,none,76,96,56
male,group D,master's degree,completed,32,26,32
male,group D,some college,completed,47,65,12
female,group D,some college,none,54,99,22
male,group B,high school,none,18,35,77
male,group B,some college,none,44,68,54
male,group A,master's degree,none,97,95,22
female,group C,high school,none,30,45,78
male,group C,some college,none,35,23,21
female,group B,master's degree,completed,53,27,25
female,group C,high school,none,11,83,29
male,group C,bachelor's degree,none,33,43,70
male,group C,bachelor's degree,completed,41,44,12
female,group C,some college,completed,41,21,62
female,group C,bachelor's degree,none,47,95,61
male,group B,some high school,none,35,45,73
male,group C,bachelor's degree,none,10,99,99
male,group B,bachelor's degree,none,97,94,82
male,group D,bachelor's degree,completed,56,41,53
female,group C,some high school,completed,77,42,30
male,group C,some high school,completed,71,24,75
female,group A,associate's degree,completed,25,35,43
female,group A,some high school,completed,52,52,45
male,group B,associate's degree,completed,77,31,96
female,group B,associate's degree,none,44,14,48
male,group A,master's degree,none,96,91,17
male,group C,associate's degree,completed,73,62,93
female,group D,high school,none,85,68,37
male,group B,bachelor's degree,none,54,57,11
female,group B,high school,none,90,100,37
female,group D,bachelor's degree,completed,43,67,20
female,group C,high school,none,42,88,64
female,group C,some high school,none,41,90,95
male,group A,bachelor's degree,none,44,75,66
male,group D,associate's degree,none,66,92,34
female,group A,associate's degree,none,75,19,66
male,group D,bachelor's degree,none,89,63,73
female,group D,some high school,none,83,85,64
male,group A,high school,none,18,95,62
female,group A,some college,none,15,77,95
female,group A,associate's degree,completed,65,62,75
female,group C,some college,completed,87,89,76
male,group A,master's degree,none,28,18,22
male,group A,some college,none,81,94,45
male,group D,associate's degree,none,28,69,20
male,group B,bachelor's degree,none,43,50,69
male,group D,master's degree,none,27,38,95
male,group B,bachelor's degree,none,46,87,58
male,group A,some college,none,96,35,77
female,group C,bachelor's degree,completed,13,94,83
male,group A,bachelor's degree,completed,100,20,28
male,group C,some college,completed,93,86,61
female,group B,master's degree,none,46,90,57
male,group A,some high school,none,85,70,44
female,group A,associate's degree,none,48,33,82
male,group D,bachelor's degree,none,25,89,56
male,group B,some college,none,38,85,82
male,group C,high school,completed,46,63,20
female,group B,associate's degree,none,22,85,28
female,group A,bachelor's degree,completed,67,28,59
female,group A,some college,none,95,85,20
male,group A,some high school,none,67,25,76
male,group D,associate's degree,completed,98,61,65
male,group C,master's degree,completed,74,48,16
male,group A,some college,none,63,95,32
male,group C,associate's degree,completed,16,33,35
female,group B,some college,none,22,91,89
male,group C,some high school,completed,90,23,15
male,group D,master's degree,completed,17,19,63
male,group B,bachelor's degree,none,19,92,97
female,group B,some high school,completed,13,87,50
female,group A,master's degree,none,66,92,23
male,group D,some college,completed,61,42,57
male,group C,high school,completed,11,51,26
male,group D,high school,completed,69,25,77
female,group A,some high school,none,10,58,29
male,group A,some college,none,50,96,35
male,group D,some college,none,52,77,89
female,group C,some college,none,42,11,54
female,group A,high school,none,57,38,40
female,group D,high school,none,65,16,97
female,group A,bachelor's degree,none,57,45,98
male,group A,associate's degree,completed,68,70,99
female,group B,high school,completed,100,72,95
female,group A,some high school,none,38,89,72
female,group A,bachelor's degree,none,73,95,43
female,group C,some college,none,51,30,26
female,group C,some college,none,76,59,56
female,group A,bachelor's degree,none,36,68,95
male,group A,bachelor's degree,none,71,49,70
male,group D,associate's degree,none,84,72,93
female,group A,associate's degree,none,45,83,92
male,group B,master's degree,completed,85,12,35
male,group B,high school,none,44,79,44
female,group B,master's degree,none,100,89,57
male,group B,associate's degree,none,99,12,65
female,group C,associate's degree,none,46,73,27
male,group A,associate's degree,none,41,58,18
female,group C,bachelor's degree,completed,74,17,93
female,group D,some high school,completed,80,23,45
male,group D,some college,none,24,74,47
male,group D,some college,completed,28,31,45
female,group B,high school,completed,93,86,58
male,group B,master's degree,none,74,11,19
female,group D,high school,none,48,73,38
male,group C,bachelor's degree,none,79,75,39
female,group C,bachelor's degree,completed,31,88,39
male,group B,associate's degree,completed,15,39,64
male,group C,associate's degree,completed,58,38,89
male,group D,high school,none,36,40,20
female,group C,master's degree,completed,56,69,16
female,group C,bachelor's degree,none,37,86,42
male,group D,bachelor's degree,completed,68,31,27
male,group C,some high school,completed,33,56,91
female,group B,master's degree,none,27,64,35
male,group A,high school,completed,58,12,79
male,group C,some high school,none,51,54,67
male,group C,associate's degree,completed,91,97,97
male,group B,associate's degree,none,46,37,71
male,group C,some high school,completed,35,96,86
male,group D,master's degree,none,21,93,52
female,group C,high school,completed,94,39,94
female,group A,some high school,none,47,24,32
female,group C,high school,none,84,74,63
male,group B,bachelor's degree,none,94,42,77
male,group A,some college,none,19,59,57
male,group C,master's degree,none,31,31,15
female,group D,associate's degree,completed,68,59,71
male,group B,associate's degree,completed,17,99,97
female,group D,bachelor's degree,completed,38,96,58
male,group A,some high school,completed,13,55,66
female,group B,master's degree,completed,12,56,26
female,group D,high school,completed,91,65,93
male,group B,some high school,completed,35,14,61
female,group D,bachelor's degree,completed,41,56,90
male,group C,associate's degree,completed,16,27,19
male,group D,some high school,completed,32,99,35
female,group C,bachelor's degree,none,87,18,40
female,group C,high school,completed,73,85,71
male,group C,some high school,none,33,15,43
female,group D,high school,none,13,73,83
female,group C,some college,none,32,81,93
female,group B,some college,none,26,62,25
female,group A,bachelor's degree,completed,86,62,91
male,group C,master's degree,completed,80,23,15
male,group B,some college,completed,21,86,90
female,group A,master's degree,completed,90,33,11
male,group C,associate's degree,none,52,55,32
female,group D,some high school,none,68,65,40
female,group A,high school,none,51,49,64
female,group D,associate's degree,none,29,25,24
male,group B,associate's degree,completed,14,57,46
male,group B,associate's degree,none,24,55,61
female,group A,some high school,completed,38,62,46
male,group A,some high school,none,62,55,75
male,group B,master's degree,none,65,69,42
male,group D,some college,none,84,22,39
male,group B,some college,none,18,57,94
female,group D,associate's degree,completed,18,55,66
female,group D,associate's degree,none,93,64,13
female,group C,bachelor's degree,none,39,87,73
male,group B,some college,none,22,90,15
female,group A,some high school,none,76,63,30
female,group C,bachelor's degree,completed,11,50,51
female,group C,some high school,completed,79,43,24
female,group A,some college,none,91,74,15
male,group A,some high school,none,74,46,77
male,group C,associate's degree,completed,10,77,11
male,group A,master's degree,completed,49,30,19
female,group B,master's degree,none,39,28,59
female,group A,associate's degree,none,39,32,70
female,group A,bachelor's degree,completed,58,41,31
female,group D,bachelor's degree,none,68,92,34
male,group D,some high school,completed,41,50,21
male,group D,master's degree,completed,68,87,57
female,group A,associate's degree,completed,24,69,79
male,group D,bachelor's degree,completed,39,14,12
female,group D,associate's degree,completed,85,80,36
female,group A,some college,completed,70,17,35
male,group A,some college,completed,82,64,50
female,group D,bachelor's degree,completed,44,17,92
male,group C,master's degree,completed,46,68,23
female,group C,some high school,completed,65,100,20
male,group D,high school,none,88,23,59
female,group C,bachelor's degree,none,43,42,45
female,group B,some college,none,16,100,25
female,group B,master's degree,none,24,24,41
female,group D,bachelor's degree,none,46,26,71
male,group D,associate's degree,completed,65,90,62
female,group A,some high school,none,29,62,29
female,group B,some college,none,58,35,34
female,group C,master's degree,none,68,92,83
male,group A,associate's degree,completed,21,45,49
female,group C,master's degree,completed,29,55,86
male,group D,associate's degree,completed,22,89,75
male,group C,some high school,none,70,69,94
male,group B,some college,completed,84,33,57
female,group A,some college,completed,37,95,85
female,group A,some college,none,34,16,14
female,group C,some college,completed,42,70,67
male,group A,bachelor's degree,completed,74,56,62
female,group A,some college,completed,79,94,41
female,group D,some high school,completed,51,33,39
male,group D,master's degree,none,55,37,13
female,group B,high school,none,64,29,79
male,group A,high school,none,14,32,86
male,group D,associate's degree,none,14,11,56
female,group B,master's degree,completed,33,51,22
female,group D,master's degree,completed,63,67,21
female,group C,bachelor's degree,completed,76,82,36
male,group A,some college,none,80,95,27
male,group A,some high school,completed,18,44,77
male,group A,associate's degree,completed,53,38,74
male,group C,associate's degree,none,18,92,65
male,group B,high school,none,53,71,54
female,group A,associate's degree,completed,14,13,28
female,group D,bachelor's degree,completed,66,45,95
female,group D,some college,completed,43,65,45
female,group A,associate's degree,completed,86,71,29
female,group B,some college,none,74,67,20
male,group D,master's degree,completed,39,10,37
female,group B,high school,none,93,96,21
female,group A,master's degree,completed,29,61,19
female,group C,high school,none,75,79,89
female,group A,high school,none,29,71,35
female,group D,some college,completed,82,90,87
female,group D,some high school,none,20,74,11
male,group C,high school,completed,63,12,12
female,group D,some high school,completed,40,60,89
female,group A,some college,none,67,95,18
male,group D,some college,none,79,49,32
male,group C,associate's degree,none,14,63,30
female,group C,high school,completed,88,19,51
female,group D,master's degree,none,86,32,75
female,group B,some college,none,48,48,52
male,group C,bachelor's degree,completed,95,70,25
male,group D,associate's degree,completed,48,24,82
female,group D,some high school,completed,75,56,17
female,group B,some high school,completed,84,54,58
female,group A,master's degree,completed,85,73,62
male,group A,some high school,none,65,82,83
female,group A,master's degree,completed,86,49,40
female,group A,high school,completed,38,96,85
female,group C,bachelor's degree,completed,71,95,29
male,group C,some college,completed,29,14,38
male,group B,some high school,completed,12,20,90
female,group B,associate's degree,completed,46,15,16
female,group D,some high school,none,59,89,18
male,group D,associate's degree,none,91,89,80
female,group D,bachelor's degree,completed,37,31,35
male,group A,bachelor's degree,none,35,23,73
male,group B,high school,none,34,79,45
female,group B,some college,none,93,78,94
male,group D,high school,completed,89,100,66
male,group B,bachelor's degree,completed,41,99,43
female,group B,some college,none,42,59,63
male,group A,high school,completed,62,29,12
male,group D,master's degree,completed,61,73,64
female,group D,high school,none,100,75,93
male,group D,some high school,completed,54,44,32
male,group D,bachelor's degree,completed,42,34,26
male,group B,high school,none,65,88,79
male,group A,some college,none,43,43,19
female,group A,bachelor's degree,none,44,93,61
female,group D,some college,none,88,84,20
male,group A,some college,completed,51,38,64
female,group B,bachelor's degree,none,48,73,44
female,group A,some college,none,42,53,10
female,group B,associate's degree,completed,50,60,85
male,group B,master's degree,none,12,53,63
male,group D,some college,none,34,83,83
female,group C,some high school,none,66,27,32
female,group D,some high school,completed,50,49,60
male,group A,master's degree,none,69,81,42
female,group C,associate's degree,completed,72,50,54
female,group A,high school,none,70,87,14
female,group A,some high school,none,19,65,71
female,group D,some high school,completed,74,63,85
male,group C,some college,completed,38,39,52
female,group A,high school,none,23,92,93
female,group A,some high school,none,25,87,41
female,group D,associate's degree,completed,25,88,33
female,group B,some high school,none,81,66,30
female,group B,associate's degree,none,22,95,62
male,group D,some high school,completed,40,45,27
female,group D,some high school,none,16,34,59
female,group C,bachelor's degree,completed,91,52,55
male,group A,some high school,completed,93,24,73
female,group C,bachelor's degree,completed,65,67,93
female,group D,some high school,none,28,95,70
female,group D,high school,none,19,89,22
female,group B,bachelor's degree,completed,22,21,16
female,group D,some high school,completed,63,12,88
male,group B,bachelor's degree,completed,30,30,40
male,group A,bachelor's degree,none,95,99,58
male,group B,associate's degree,completed,49,84,45
female,group A,some college,none,25,50,54
male,group A,some high school,none,29,31,22
male,group B,associate's degree,completed,27,82,65
male,group A,master's degree,completed,30,80,40
female,group C,high school,none,66,26,12
female,group D,high school,completed,36,92,87
female,group B,some college,completed,82,40,26
male,group B,associate's degree,none,15,23,93
male,group C,high school,completed,44,82,72
male,group C,high school,completed,43,47,35
female,group B,master's degree,completed,82,19,22
female,group C,bachelor's degree,completed,22,82,71
male,group A,associate's degree,completed,44,48,98
female,group D,some college,none,48,38,99
male,group C,associate's degree,none,99,95,61
female,group C,some high school,none,70,81,42
female,group C,high school,none,77,16,94
male,group A,master's degree,completed,36,97,71
male,group C,some high school,completed,49,56,73
male,group B,master's degree,none,48,78,92
male,group A,high school,completed,53,94,49
female,group B,associate's degree,completed,67,48,24
female,group D,some high school,completed,98,34,50
male,group D,some college,none,86,49,40
male,group C,high school,completed,89,82,63
female,group C,bachelor's degree,none,43,43,64
male,group C,some college,none,71,37,29
female,group C,bachelor's degree,completed,43,55,68
male,group B,some high school,none,48,95,81
male,group B,associate's degree,none,97,39,69
male,group D,some high school,completed,64,93,80
male,group B,high school,none,11,47,12
female,group B,some college,completed,65,44,68
male,group B,high school,none,75,13,15
female,group C,some college,completed,47,38,72
female,group B,master's degree,none,20,82,38
male,group C,associate's degree,none,100,12,57
male,group C,master's degree,none,60,55,91
female,group A,associate's degree,completed,29,22,60
female,group D,master's degree,none,62,84,19
female,group C,master's degree,completed,35,54,32
male,group D,some college,none,19,86,36
female,group D,some high school,none,60,65,51
female,group D,bachelor's degree,completed,80,68,46
male,group B,some college,completed,82,13,78
female,group C,high school,none,85,29,25
female,group A,master's degree,completed,17,42,74
female,group A,bachelor's degree,none,71,97,32
female,group A,high school,completed,78,61,18
female,group A,bachelor's degree,completed,70,76,90
male,group B,high school,completed,19,46,18
female,group D,some college,none,19,71,62
female,group C,associate's degree,completed,14,50,91
female,group C,associate's degree,none,49,81,92
male,group A,high school,none,98,81,96
male,group D,master's degree,none,63,29,40
male,group D,some high school,completed,46,100,71
male,group D,bachelor's degree,completed,58,18,26
female,group D,master's degree,none,53,34,14
male,group C,some college,completed,85,96,76
female,group D,master's degree,completed,90,12,86
male,group A,some high school,completed,87,99,53
male,group A,bachelor's degree,completed,31,88,25
male,group A,associate's degree,none,49,72,18
female,group D,high school,completed,87,28,13
male,group C,master's degree,completed,34,43,42
female,group C,some college,completed,70,23,90
female,group D,bachelor's degree,completed,33,70,94
male,group C,high school,none,73,22,45
male,group C,master's degree,completed,49,98,66
female,group D,master's degree,none,27,90,63
female,group D,some college,completed,68,62,71
female,group C,bachelor's degree,completed,35,59,68
female,group C,some high school,none,44,88,74
male,group D,associate's degree,none,18,88,90
female,group A,some college,none,95,98,86
female,group D,high school,completed,29,83,20
male,group B,high school,completed,22,40,39
male,group B,high school,completed,74,63,51
male,group D,some high school,none,77,64,64
female,group D,master's degree,none,44,28,53
male,group C,master's degree,none,46,33,60
male,group B,some high school,completed,14,14,16
female,group B,master's degree,none,33,90,54
female,group C,associate's degree,completed,17,78,22
female,group D,bachelor's degree,none,99,98,62
male,group D,associate's degree,none,52,35,44
female,group B,high school,completed,10,97,33
female,group C,master's degree,completed,81,76,70
female,group D,associate's degree,completed,20,66,16
female,group C,associate's degree,none,36,42,34
female,group D,bachelor's degree,none,93,99,54
male,group A,associate's degree,completed,76,77,43
female,group B,some high school,completed,35,75,12
male,group D,high school,none,81,89,58
female,group B,bachelor's degree,completed,76,48,30
female,group D,master's degree,completed,37,32,60
female,group B,some high school,none,69,45,61
male,group C,bachelor's degree,completed,23,67,59
male,group D,some high school,none,23,63,62
male,group D,some college,none,46,55,53
male,group C,some college,completed,20,30,10
male,group D,some high school,none,10,87,22
female,group C,high school,completed,29,54,50
female,group A,high school,completed,17,82,69
male,group B,master's degree,completed,80,62,34
female,group B,bachelor's degree,completed,33,62,43
male,group B,some high school,none,63,71,92
male,group D,some college,completed,55,63,18
male,group B,high school,none,27,55,34
male,group D,some high school,completed,66,67,88
male,group D,high school,completed,81,10,87
female,group D,associate's degree,completed,94,50,27
male,group B,some high school,completed,17,19,25
male,group B,bachelor's degree,none,26,14,97
female,group A,some college,completed,76,69,64
male,group B,some college,completed,64,37,100
female,group C,bachelor's degree,none,23,81,67
female,group C,master's degree,completed,21,29,53
female,group C,some college,none,50,51,74
male,group A,bachelor's degree,completed,73,32,58
female,group C,some high school,completed,64,37,75
female,group B,some high school,none,72,83,50
male,group D,associate's degree,completed,54,73,81
female,group B,some high school,completed,92,99,87
female,group D,master's degree,none,49,49,28
female,group B,high school,none,31,85,96
female,group D,associate's degree,none,68,89,67
female,group C,some college,completed,65,23,41
female,group D,high school,completed,39,79,18
male,group D,high school,none,33,48,14
female,group A,master's degree,none,11,84,68
female,group C,associate's degree,completed,85,28,94
male,group D,bachelor's degree,none,85,12,74
male,group A,some high school,completed,81,76,85
male,group C,associate's degree,none,88,17,75
male,group D,some high school,completed,89,27,68
male,group D,bachelor's degree,none,45,44,36
female,group C,associate's degree,completed,67,92,67
male,group B,high school,none,26,54,22
male,group A,associate's degree,none,70,86,65
female,group A,high school,completed,72,46,70
male,group C,bachelor's degree,completed,42,47,78
female,group B,high school,completed,76,70,21
male,group B,associate's degree,completed,95,49,86
female,group A,high school,completed,33,48,99
female,group A,associate's degree,none,73,42,96
male,group C,master's degree,none,86,87,78
male,group B,master's degree,completed,34,87,91
male,group A,associate's degree,completed,39,96,79
female,group A,bachelor's degree,none,13,99,33
male,group A,associate's degree,completed,33,66,46
female,group C,some college,completed,89,13,37
male,group B,some high school,completed,48,46,23
male,group B,associate's degree,none,42,46,83
male,group A,some high school,none,62,52,13
male,group A,associate's degree,none,97,81,21
male,group A,bachelor's degree,completed,63,22,83
female,group C,associate's degree,none,51,75,73
male,group B,some high school,none,72,33,27
male,group C,some college,completed,93,79,95
male,group A,high school,none,37,90,73
female,group C,some high school,none,53,68,38
male,group C,associate's degree,completed,89,94,10
male,group B,associate's degree,none,41,48,75
male,group C,bachelor's degree,completed,95,49,83
female,group C,some high school,none,64,18,70
female,group D,some college,completed,55,60,96
female,group D,master's degree,none,88,95,100
female,group C,some college,completed,54,37,84
female,group C,some college,completed,76,97,15
male,group B,bachelor's degree,completed,23,53,70
